quest_id,sequence,level,stage_name,difficulty,kind,concept,title,summary,prompt,xp,uses_gtkada
ADA-0201,201,18,Control Flow and Subprograms,Foundation,Recall,If expressions and statements,Recall: If expressions and statements,"Recall practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Define If expressions and statements without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on conditions, elsif chains, conditional expressions, and complete logic.",90,False
ADA-0202,202,18,Control Flow and Subprograms,Foundation,Explain,If expressions and statements,Explain: If expressions and statements,"Explain practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Explain If expressions and statements to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on conditions, elsif chains, conditional expressions, and complete logic.",102,False
ADA-0203,203,18,Control Flow and Subprograms,Foundation,Read,If expressions and statements,Read: If expressions and statements,"Read practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Create or locate a minimal compiling Ada example that demonstrates If expressions and statements. Annotate every line related to the concept and explain how the compiler enforces conditions, elsif chains, conditional expressions, and complete logic.",114,False
ADA-0204,204,18,Control Flow and Subprograms,Foundation,Predict,If expressions and statements,Predict: If expressions and statements,"Predict practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Write a small Ada program involving If expressions and statements. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on conditions, elsif chains, conditional expressions, and complete logic.",126,False
ADA-0205,205,18,Control Flow and Subprograms,Foundation,Repair,If expressions and statements,Repair: If expressions and statements,"Repair practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Start with a minimal working example of If expressions and statements, introduce one realistic defect involving conditions, elsif chains, conditional expressions, and complete logic, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0206,206,18,Control Flow and Subprograms,Foundation,Write,If expressions and statements,Write: If expressions and statements,"Write practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","From an empty Alire binary crate, implement a focused example of If expressions and statements. Use domain names from avionics, simulation, or game tooling and make conditions, elsif chains, conditional expressions, and complete logic visible in the design.",150,False
ADA-0207,207,18,Control Flow and Subprograms,Foundation,Test,If expressions and statements,Test: If expressions and statements,"Test practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Add tests for a package that uses If expressions and statements. Include a normal case, a boundary case, and a failure or misuse case related to conditions, elsif chains, conditional expressions, and complete logic.",162,False
ADA-0208,208,18,Control Flow and Subprograms,Foundation,Refactor,If expressions and statements,Refactor: If expressions and statements,"Refactor practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Take a working but weak Ada solution involving If expressions and statements and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves conditions, elsif chains, conditional expressions, and complete logic.",174,False
ADA-0209,209,18,Control Flow and Subprograms,Foundation,Design,If expressions and statements,Design: If expressions and statements,"Design practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Design a production-quality package or subsystem that depends on If expressions and statements. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize conditions, elsif chains, conditional expressions, and complete logic.",186,False
ADA-0210,210,18,Control Flow and Subprograms,Foundation,Senior Review,If expressions and statements,Senior Review: If expressions and statements,"Senior Review practice for If expressions and statements, emphasizing conditions, elsif chains, conditional expressions, and complete logic.","Perform a senior-level review of an implementation using If expressions and statements. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on conditions, elsif chains, conditional expressions, and complete logic.",198,False
ADA-0211,211,18,Control Flow and Subprograms,Foundation,Recall,Case statements and expressions,Recall: Case statements and expressions,"Recall practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Define Case statements and expressions without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on exhaustive alternatives, ranges, choices, and eliminating fragile defaults.",90,False
ADA-0212,212,18,Control Flow and Subprograms,Foundation,Explain,Case statements and expressions,Explain: Case statements and expressions,"Explain practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Explain Case statements and expressions to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on exhaustive alternatives, ranges, choices, and eliminating fragile defaults.",102,False
ADA-0213,213,18,Control Flow and Subprograms,Foundation,Read,Case statements and expressions,Read: Case statements and expressions,"Read practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Create or locate a minimal compiling Ada example that demonstrates Case statements and expressions. Annotate every line related to the concept and explain how the compiler enforces exhaustive alternatives, ranges, choices, and eliminating fragile defaults.",114,False
ADA-0214,214,18,Control Flow and Subprograms,Foundation,Predict,Case statements and expressions,Predict: Case statements and expressions,"Predict practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Write a small Ada program involving Case statements and expressions. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on exhaustive alternatives, ranges, choices, and eliminating fragile defaults.",126,False
ADA-0215,215,18,Control Flow and Subprograms,Foundation,Repair,Case statements and expressions,Repair: Case statements and expressions,"Repair practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Start with a minimal working example of Case statements and expressions, introduce one realistic defect involving exhaustive alternatives, ranges, choices, and eliminating fragile defaults, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0216,216,18,Control Flow and Subprograms,Foundation,Write,Case statements and expressions,Write: Case statements and expressions,"Write practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","From an empty Alire binary crate, implement a focused example of Case statements and expressions. Use domain names from avionics, simulation, or game tooling and make exhaustive alternatives, ranges, choices, and eliminating fragile defaults visible in the design.",150,False
ADA-0217,217,18,Control Flow and Subprograms,Foundation,Test,Case statements and expressions,Test: Case statements and expressions,"Test practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Add tests for a package that uses Case statements and expressions. Include a normal case, a boundary case, and a failure or misuse case related to exhaustive alternatives, ranges, choices, and eliminating fragile defaults.",162,False
ADA-0218,218,18,Control Flow and Subprograms,Foundation,Refactor,Case statements and expressions,Refactor: Case statements and expressions,"Refactor practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Take a working but weak Ada solution involving Case statements and expressions and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves exhaustive alternatives, ranges, choices, and eliminating fragile defaults.",174,False
ADA-0219,219,18,Control Flow and Subprograms,Foundation,Design,Case statements and expressions,Design: Case statements and expressions,"Design practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Design a production-quality package or subsystem that depends on Case statements and expressions. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize exhaustive alternatives, ranges, choices, and eliminating fragile defaults.",186,False
ADA-0220,220,18,Control Flow and Subprograms,Foundation,Senior Review,Case statements and expressions,Senior Review: Case statements and expressions,"Senior Review practice for Case statements and expressions, emphasizing exhaustive alternatives, ranges, choices, and eliminating fragile defaults.","Perform a senior-level review of an implementation using Case statements and expressions. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on exhaustive alternatives, ranges, choices, and eliminating fragile defaults.",198,False
ADA-0221,221,19,Control Flow and Subprograms,Foundation,Recall,Basic loops,Recall: Basic loops,"Recall practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Define Basic loops without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on plain loop statements, loop invariants, and deliberate termination.",90,False
ADA-0222,222,19,Control Flow and Subprograms,Foundation,Explain,Basic loops,Explain: Basic loops,"Explain practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Explain Basic loops to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on plain loop statements, loop invariants, and deliberate termination.",102,False
ADA-0223,223,19,Control Flow and Subprograms,Foundation,Read,Basic loops,Read: Basic loops,"Read practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Create or locate a minimal compiling Ada example that demonstrates Basic loops. Annotate every line related to the concept and explain how the compiler enforces plain loop statements, loop invariants, and deliberate termination.",114,False
ADA-0224,224,19,Control Flow and Subprograms,Foundation,Predict,Basic loops,Predict: Basic loops,"Predict practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Write a small Ada program involving Basic loops. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on plain loop statements, loop invariants, and deliberate termination.",126,False
ADA-0225,225,19,Control Flow and Subprograms,Foundation,Repair,Basic loops,Repair: Basic loops,"Repair practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Start with a minimal working example of Basic loops, introduce one realistic defect involving plain loop statements, loop invariants, and deliberate termination, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0226,226,19,Control Flow and Subprograms,Foundation,Write,Basic loops,Write: Basic loops,"Write practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","From an empty Alire binary crate, implement a focused example of Basic loops. Use domain names from avionics, simulation, or game tooling and make plain loop statements, loop invariants, and deliberate termination visible in the design.",150,False
ADA-0227,227,19,Control Flow and Subprograms,Foundation,Test,Basic loops,Test: Basic loops,"Test practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Add tests for a package that uses Basic loops. Include a normal case, a boundary case, and a failure or misuse case related to plain loop statements, loop invariants, and deliberate termination.",162,False
ADA-0228,228,19,Control Flow and Subprograms,Foundation,Refactor,Basic loops,Refactor: Basic loops,"Refactor practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Take a working but weak Ada solution involving Basic loops and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves plain loop statements, loop invariants, and deliberate termination.",174,False
ADA-0229,229,19,Control Flow and Subprograms,Foundation,Design,Basic loops,Design: Basic loops,"Design practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Design a production-quality package or subsystem that depends on Basic loops. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize plain loop statements, loop invariants, and deliberate termination.",186,False
ADA-0230,230,19,Control Flow and Subprograms,Foundation,Senior Review,Basic loops,Senior Review: Basic loops,"Senior Review practice for Basic loops, emphasizing plain loop statements, loop invariants, and deliberate termination.","Perform a senior-level review of an implementation using Basic loops. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on plain loop statements, loop invariants, and deliberate termination.",198,False
ADA-0231,231,20,Control Flow and Subprograms,Foundation,Recall,For and while loops,Recall: For and while loops,"Recall practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Define For and while loops without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on discrete iteration, reverse ranges, bounds, and condition-controlled loops.",90,False
ADA-0232,232,20,Control Flow and Subprograms,Foundation,Explain,For and while loops,Explain: For and while loops,"Explain practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Explain For and while loops to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on discrete iteration, reverse ranges, bounds, and condition-controlled loops.",102,False
ADA-0233,233,20,Control Flow and Subprograms,Foundation,Read,For and while loops,Read: For and while loops,"Read practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Create or locate a minimal compiling Ada example that demonstrates For and while loops. Annotate every line related to the concept and explain how the compiler enforces discrete iteration, reverse ranges, bounds, and condition-controlled loops.",114,False
ADA-0234,234,20,Control Flow and Subprograms,Foundation,Predict,For and while loops,Predict: For and while loops,"Predict practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Write a small Ada program involving For and while loops. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on discrete iteration, reverse ranges, bounds, and condition-controlled loops.",126,False
ADA-0235,235,20,Control Flow and Subprograms,Foundation,Repair,For and while loops,Repair: For and while loops,"Repair practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Start with a minimal working example of For and while loops, introduce one realistic defect involving discrete iteration, reverse ranges, bounds, and condition-controlled loops, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0236,236,20,Control Flow and Subprograms,Foundation,Write,For and while loops,Write: For and while loops,"Write practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","From an empty Alire binary crate, implement a focused example of For and while loops. Use domain names from avionics, simulation, or game tooling and make discrete iteration, reverse ranges, bounds, and condition-controlled loops visible in the design.",150,False
ADA-0237,237,20,Control Flow and Subprograms,Foundation,Test,For and while loops,Test: For and while loops,"Test practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Add tests for a package that uses For and while loops. Include a normal case, a boundary case, and a failure or misuse case related to discrete iteration, reverse ranges, bounds, and condition-controlled loops.",162,False
ADA-0238,238,20,Control Flow and Subprograms,Foundation,Refactor,For and while loops,Refactor: For and while loops,"Refactor practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Take a working but weak Ada solution involving For and while loops and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves discrete iteration, reverse ranges, bounds, and condition-controlled loops.",174,False
ADA-0239,239,20,Control Flow and Subprograms,Foundation,Design,For and while loops,Design: For and while loops,"Design practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Design a production-quality package or subsystem that depends on For and while loops. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize discrete iteration, reverse ranges, bounds, and condition-controlled loops.",186,False
ADA-0240,240,20,Control Flow and Subprograms,Foundation,Senior Review,For and while loops,Senior Review: For and while loops,"Senior Review practice for For and while loops, emphasizing discrete iteration, reverse ranges, bounds, and condition-controlled loops.","Perform a senior-level review of an implementation using For and while loops. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on discrete iteration, reverse ranges, bounds, and condition-controlled loops.",198,False
ADA-0241,241,21,Control Flow and Subprograms,Foundation,Recall,"Exit, labels, and named loops","Recall: Exit, labels, and named loops","Recall practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Define Exit, labels, and named loops without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on leaving the intended loop clearly without hidden control flow.",90,False
ADA-0242,242,21,Control Flow and Subprograms,Foundation,Explain,"Exit, labels, and named loops","Explain: Exit, labels, and named loops","Explain practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Explain Exit, labels, and named loops to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on leaving the intended loop clearly without hidden control flow.",102,False
ADA-0243,243,21,Control Flow and Subprograms,Foundation,Read,"Exit, labels, and named loops","Read: Exit, labels, and named loops","Read practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Create or locate a minimal compiling Ada example that demonstrates Exit, labels, and named loops. Annotate every line related to the concept and explain how the compiler enforces leaving the intended loop clearly without hidden control flow.",114,False
ADA-0244,244,21,Control Flow and Subprograms,Foundation,Predict,"Exit, labels, and named loops","Predict: Exit, labels, and named loops","Predict practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Write a small Ada program involving Exit, labels, and named loops. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on leaving the intended loop clearly without hidden control flow.",126,False
ADA-0245,245,21,Control Flow and Subprograms,Foundation,Repair,"Exit, labels, and named loops","Repair: Exit, labels, and named loops","Repair practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Start with a minimal working example of Exit, labels, and named loops, introduce one realistic defect involving leaving the intended loop clearly without hidden control flow, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0246,246,21,Control Flow and Subprograms,Foundation,Write,"Exit, labels, and named loops","Write: Exit, labels, and named loops","Write practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","From an empty Alire binary crate, implement a focused example of Exit, labels, and named loops. Use domain names from avionics, simulation, or game tooling and make leaving the intended loop clearly without hidden control flow visible in the design.",150,False
ADA-0247,247,21,Control Flow and Subprograms,Foundation,Test,"Exit, labels, and named loops","Test: Exit, labels, and named loops","Test practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Add tests for a package that uses Exit, labels, and named loops. Include a normal case, a boundary case, and a failure or misuse case related to leaving the intended loop clearly without hidden control flow.",162,False
ADA-0248,248,21,Control Flow and Subprograms,Foundation,Refactor,"Exit, labels, and named loops","Refactor: Exit, labels, and named loops","Refactor practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Take a working but weak Ada solution involving Exit, labels, and named loops and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves leaving the intended loop clearly without hidden control flow.",174,False
ADA-0249,249,21,Control Flow and Subprograms,Foundation,Design,"Exit, labels, and named loops","Design: Exit, labels, and named loops","Design practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Design a production-quality package or subsystem that depends on Exit, labels, and named loops. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize leaving the intended loop clearly without hidden control flow.",186,False
ADA-0250,250,21,Control Flow and Subprograms,Foundation,Senior Review,"Exit, labels, and named loops","Senior Review: Exit, labels, and named loops","Senior Review practice for Exit, labels, and named loops, emphasizing leaving the intended loop clearly without hidden control flow.","Perform a senior-level review of an implementation using Exit, labels, and named loops. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on leaving the intended loop clearly without hidden control flow.",198,False
ADA-0251,251,22,Control Flow and Subprograms,Foundation,Recall,Declare blocks,Recall: Declare blocks,"Recall practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","Define Declare blocks without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on limiting scope and introducing temporary declarations exactly where needed.",90,False
ADA-0252,252,22,Control Flow and Subprograms,Foundation,Explain,Declare blocks,Explain: Declare blocks,"Explain practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","Explain Declare blocks to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on limiting scope and introducing temporary declarations exactly where needed.",102,False
ADA-0253,253,22,Control Flow and Subprograms,Foundation,Read,Declare blocks,Read: Declare blocks,"Read practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.",Create or locate a minimal compiling Ada example that demonstrates Declare blocks. Annotate every line related to the concept and explain how the compiler enforces limiting scope and introducing temporary declarations exactly where needed.,114,False
ADA-0254,254,22,Control Flow and Subprograms,Foundation,Predict,Declare blocks,Predict: Declare blocks,"Predict practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","Write a small Ada program involving Declare blocks. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on limiting scope and introducing temporary declarations exactly where needed.",126,False
ADA-0255,255,22,Control Flow and Subprograms,Foundation,Repair,Declare blocks,Repair: Declare blocks,"Repair practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","Start with a minimal working example of Declare blocks, introduce one realistic defect involving limiting scope and introducing temporary declarations exactly where needed, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0256,256,22,Control Flow and Subprograms,Foundation,Write,Declare blocks,Write: Declare blocks,"Write practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","From an empty Alire binary crate, implement a focused example of Declare blocks. Use domain names from avionics, simulation, or game tooling and make limiting scope and introducing temporary declarations exactly where needed visible in the design.",150,False
ADA-0257,257,22,Control Flow and Subprograms,Foundation,Test,Declare blocks,Test: Declare blocks,"Test practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","Add tests for a package that uses Declare blocks. Include a normal case, a boundary case, and a failure or misuse case related to limiting scope and introducing temporary declarations exactly where needed.",162,False
ADA-0258,258,22,Control Flow and Subprograms,Foundation,Refactor,Declare blocks,Refactor: Declare blocks,"Refactor practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","Take a working but weak Ada solution involving Declare blocks and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves limiting scope and introducing temporary declarations exactly where needed.",174,False
ADA-0259,259,22,Control Flow and Subprograms,Foundation,Design,Declare blocks,Design: Declare blocks,"Design practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","Design a production-quality package or subsystem that depends on Declare blocks. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize limiting scope and introducing temporary declarations exactly where needed.",186,False
ADA-0260,260,22,Control Flow and Subprograms,Foundation,Senior Review,Declare blocks,Senior Review: Declare blocks,"Senior Review practice for Declare blocks, emphasizing limiting scope and introducing temporary declarations exactly where needed.","Perform a senior-level review of an implementation using Declare blocks. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on limiting scope and introducing temporary declarations exactly where needed.",198,False
ADA-0261,261,23,Control Flow and Subprograms,Foundation,Recall,Procedures,Recall: Procedures,"Recall practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Define Procedures without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on side effects, parameter contracts, naming, and separating operations from queries.",90,False
ADA-0262,262,23,Control Flow and Subprograms,Foundation,Explain,Procedures,Explain: Procedures,"Explain practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Explain Procedures to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on side effects, parameter contracts, naming, and separating operations from queries.",102,False
ADA-0263,263,23,Control Flow and Subprograms,Foundation,Read,Procedures,Read: Procedures,"Read practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Create or locate a minimal compiling Ada example that demonstrates Procedures. Annotate every line related to the concept and explain how the compiler enforces side effects, parameter contracts, naming, and separating operations from queries.",114,False
ADA-0264,264,23,Control Flow and Subprograms,Foundation,Predict,Procedures,Predict: Procedures,"Predict practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Write a small Ada program involving Procedures. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on side effects, parameter contracts, naming, and separating operations from queries.",126,False
ADA-0265,265,23,Control Flow and Subprograms,Foundation,Repair,Procedures,Repair: Procedures,"Repair practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Start with a minimal working example of Procedures, introduce one realistic defect involving side effects, parameter contracts, naming, and separating operations from queries, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0266,266,23,Control Flow and Subprograms,Foundation,Write,Procedures,Write: Procedures,"Write practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","From an empty Alire binary crate, implement a focused example of Procedures. Use domain names from avionics, simulation, or game tooling and make side effects, parameter contracts, naming, and separating operations from queries visible in the design.",150,False
ADA-0267,267,23,Control Flow and Subprograms,Foundation,Test,Procedures,Test: Procedures,"Test practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Add tests for a package that uses Procedures. Include a normal case, a boundary case, and a failure or misuse case related to side effects, parameter contracts, naming, and separating operations from queries.",162,False
ADA-0268,268,23,Control Flow and Subprograms,Foundation,Refactor,Procedures,Refactor: Procedures,"Refactor practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Take a working but weak Ada solution involving Procedures and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves side effects, parameter contracts, naming, and separating operations from queries.",174,False
ADA-0269,269,23,Control Flow and Subprograms,Foundation,Design,Procedures,Design: Procedures,"Design practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Design a production-quality package or subsystem that depends on Procedures. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize side effects, parameter contracts, naming, and separating operations from queries.",186,False
ADA-0270,270,23,Control Flow and Subprograms,Foundation,Senior Review,Procedures,Senior Review: Procedures,"Senior Review practice for Procedures, emphasizing side effects, parameter contracts, naming, and separating operations from queries.","Perform a senior-level review of an implementation using Procedures. Identify correctness, maintainability, concurrency, performance, portability, and test risks. Recommend a prioritized improvement plan centered on side effects, parameter contracts, naming, and separating operations from queries.",198,False
ADA-0271,271,23,Control Flow and Subprograms,Foundation,Recall,Functions,Recall: Functions,"Recall practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Define Functions without looking it up. State the Ada rule, the problem it solves, and one misuse to avoid. Focus on return types, expression functions, purity expectations, and query design.",90,False
ADA-0272,272,23,Control Flow and Subprograms,Foundation,Explain,Functions,Explain: Functions,"Explain practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Explain Functions to a competent C++ developer who is new to Ada. Compare the closest C++ idea, then explain where the comparison breaks down. Focus on return types, expression functions, purity expectations, and query design.",102,False
ADA-0273,273,23,Control Flow and Subprograms,Foundation,Read,Functions,Read: Functions,"Read practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Create or locate a minimal compiling Ada example that demonstrates Functions. Annotate every line related to the concept and explain how the compiler enforces return types, expression functions, purity expectations, and query design.",114,False
ADA-0274,274,23,Control Flow and Subprograms,Foundation,Predict,Functions,Predict: Functions,"Predict practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Write a small Ada program involving Functions. Before building it, predict the compiler result and runtime behavior. Build and run it, then explain every difference between prediction and observation. Focus on return types, expression functions, purity expectations, and query design.",126,False
ADA-0275,275,23,Control Flow and Subprograms,Foundation,Repair,Functions,Repair: Functions,"Repair practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Start with a minimal working example of Functions, introduce one realistic defect involving return types, expression functions, purity expectations, and query design, and then repair it. Preserve the diagnostic and explain why the repaired version is correct.",138,False
ADA-0276,276,23,Control Flow and Subprograms,Foundation,Write,Functions,Write: Functions,"Write practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","From an empty Alire binary crate, implement a focused example of Functions. Use domain names from avionics, simulation, or game tooling and make return types, expression functions, purity expectations, and query design visible in the design.",150,False
ADA-0277,277,23,Control Flow and Subprograms,Foundation,Test,Functions,Test: Functions,"Test practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Add tests for a package that uses Functions. Include a normal case, a boundary case, and a failure or misuse case related to return types, expression functions, purity expectations, and query design.",162,False
ADA-0278,278,23,Control Flow and Subprograms,Foundation,Refactor,Functions,Refactor: Functions,"Refactor practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Take a working but weak Ada solution involving Functions and refactor it for stronger typing, clearer package boundaries, and easier testing. Explain how the refactor improves return types, expression functions, purity expectations, and query design.",174,False
ADA-0279,279,23,Control Flow and Subprograms,Foundation,Design,Functions,Design: Functions,"Design practice for Functions, emphasizing return types, expression functions, purity expectations, and query design.","Design a production-quality package or subsystem that depends on Functions. Specify the public API, hidden representation, contracts, error policy, tests, and dependency direction. Emphasize return types, expression functions, purity expectations, and query design.",186,False
